IdAdres;UL;NR_BUD;data;miejsce;typ_miejsc;stan_nawie;oznakowani;oswietleni;warunki_at;wypadek;ilosc_ucze;wiek_spraw;pojazd_spr;wiek_piesz;lekko_rann;ciezko_ran;zabici
49832;Melchiora Wańkowicza;79;2016-12-11 17:55:00.000;SPADEK;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;POCHMURNO;NAJECHANIE NA PIESZEGO;2;42;SAMOCHÓD OSOBOWY;67;1;0;0
49835;Melchiora Wańkowicza;142;2016-11-11 21:58:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;37;SAMOCHÓD OSOBOWY;30;1;0;0
49836;Melchiora Wańkowicza;192;2016-12-05 17:15:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;3;43;SAMOCHÓD OSOBOWY;72;1;0;0
49842;Bieżanowska;137A;2016-12-06 08:30:00.000;ODCINEK PROSTY;WJAZD, WYJAZD Z POSESJI, POLA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;34;SAMOCHÓD OSOBOWY;31;1;0;0
49859;Piotra Bardowskiego;4;2016-11-06 09:05:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;40;SAMOCHÓD OSOBOWY;27;1;0;0
49861;Niepołomska;9;2016-12-04 12:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;3;36;SAMOCHÓD OSOBOWY;80;1;0;0
49887;os. Szklane Domy;7;2016-12-02 10:05:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;WYWRÓCENIE POJAZDU;2;46;SAMOCHÓD OSOBOWY;20;1;0;0
49907;Karola Darwina;93;2016-11-15 07:45:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;32;SAMOCHÓD OSOBOWY;69;1;0;0
49910;Syrachowska;24;2016-12-02 10:35:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE TYLNE;3;31;SAMOCHÓD CIĘŻAROWY DMC POWYŻEJ 3,5 T;11;1;0;0
49925;Marglowa;9A;2016-12-03 16:32:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;80;SAMOCHÓD OSOBOWY;38;0;0;1
49933;Wojenna;5;2016-10-27 14:00:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;ZDERZENIE BOCZNE;2;57;SAMOCHÓD OSOBOWY;49;0;1;0
49970;Franciszka Bujaka;6B;2016-10-18 13:33:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;33;SAMOCHÓD OSOBOWY;59;1;0;0
49972;FRANCISZKA BUJAKA;12;2016-12-12 11:30:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;59;SAMOCHÓD OSOBOWY;24;1;0;0
49990;MARII I BOLESŁAWA WYSŁOUCHÓW;22B;2016-10-14 15:40:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;2;37;SAMOCHÓD OSOBOWY;26;0;1;0
49992;Szkolna;1A;2016-12-02 11:10:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;2;31;SAMOCHÓD OSOBOWY;40;1;0;0
49998;Gromady Grudziąż;38;2016-10-12 15:00:00.000;ODCINEK PROSTY;WJAZD, WYJAZD Z POSESJI, POLA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;POCHMURNO;NAJECHANIE NA PIESZEGO;1;32;SAMOCHÓD OSOBOWY;30;1;0;0
50017;Albańska;16A;2016-10-08 17:35:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;32;SAMOCHÓD OSOBOWY;74;1;0;0
50025;Stręcka;7;2016-10-21 16:20:00.000;WZNIESIENIE;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYPADEK Z PASAŻERM;1;50;SAMOCHÓD OSOBOWY;1;3;1;0
50026;Michała Bałuckiego;7D;2016-11-14 10:35:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;53;AUTOBUS INNY;60;0;1;0
50027;Styczna;7;2016-11-25 17:05:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;35;SAMOCHÓD CIĘŻAROWY DMC POWYŻEJ 3,5 T;43;1;0;0
50028;al.   Pułkownika Władysława Beliny-Prażmowskiego;68B;2016-11-26 16:25:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;DROGA, PAS RUCHU, ŚLUZA DLA ROWERÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;33;SAMOCHÓD OSOBOWY;33;1;0;0
50029;abp. Zygmunta Szczęsnego Felińskiego;43;2016-12-01 18:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;42;SAMOCHÓD OSOBOWY;65;0;1;0
50030;abp. Zygmunta Szczęsnego Felińskiego;45;2016-12-01 18:45:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;DROGA, PAS RUCHU, ŚLUZA DLA ROWERÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;34;SAMOCHÓD OSOBOWY;22;0;1;0
50031;Bartnicza;9A;2016-12-21 06:50:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;43;SAMOCHÓD OSOBOWY;42;1;0;0
50032;Edmunda Biernackiego;15A;2016-12-31 18:30:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;47;SAMOCHÓD OSOBOWY;47;1;0;0
50033;Borkowska;27;2016-10-08 18:35:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;35;SAMOCHÓD OSOBOWY;70;1;0;0
50033;BORKOWSKA;27;2016-10-30 19:05:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;NAJECHANIE NA PIESZEGO;1;41;SAMOCHÓD OSOBOWY;25;1;0;0
50034;BORKOWSKA;29;2016-10-10 14:05:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;31;SAMOCHÓD OSOBOWY;38;1;0;0
50049;Karola Darwina;18;2016-12-17 15:44:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;2;32;SAMOCHÓD OSOBOWY;50;0;0;1
50078;Marka Kublińskiego;11;2016-10-22 06:50:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;2;37;SAMOCHÓD OSOBOWY;44;1;0;0
50088;MAŁA GÓRA;11B;2016-10-11 16:10:00.000;ODCINEK PROSTY;PRZYSTANEK KOMUNIKACJI PUBLICZNEJ;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;30;SAMOCHÓD OSOBOWY;43;1;0;0
50088;MAŁA GÓRA;11B;2016-11-19 22:53:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;ZDERZENIE TYLNE;3;47;SAMOCHÓD OSOBOWY;22;0;1;0
50091;Heleny Modrzejewskiej;28;2016-11-29 11:05:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE TYLNE;2;30;CZTEROKOŁOWIEC LEKKI;43;1;0;0
50093;Jana Muszyńskiego;3A;2016-12-01 15:30:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;2;42;SAMOCHÓD OSOBOWY;58;1;0;0
50096;Niedźwiedziny;3;2016-12-02 18:20:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;30;SAMOCHÓD OSOBOWY;35;1;0;0
50099;Okrężna;14;2016-12-09 09:00:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;30;SAMOCHÓD OSOBOWY;10;1;0;0
50101;os. Kombatantów;15;2016-12-14 18:05:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;32;SAMOCHÓD OSOBOWY;57;1;0;0
50102;Ludwika Pasteura;1;2016-12-21 13:30:00.000;ODCINEK PROSTY;WJAZD, WYJAZD Z POSESJI, POLA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIT, ZMROK;POCHMURNO;ZDERZENIE BOCZNE;2;30;SAMOCHÓD OSOBOWY;24;1;0;0
50104;Wincentego Pola;7;2016-12-29 11:30:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;29;SAMOCHÓD OSOBOWY;32;0;1;0
50115;Eljasza Walerego Radzikowskiego;100A;2016-10-05 11:45:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;2;34;SAMOCHÓD OSOBOWY;34;2;0;0
50115;ELJASZA WALEREGO RADZIKOWSKIEGO;100A;2016-10-12 18:09:00.000;WZNIESIENIE;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;29;SAMOCHÓD OSOBOWY;27;1;0;0
50115;ELJASZA WALEREGO RADZIKOWSKIEGO;100A;2016-11-16 17:00:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;30;SAMOCHÓD OSOBOWY;6;0;1;0
50117;RTM. ZBIGNIEWA DUNIN-WĄSOWICZA;20/I;2016-11-20 08:24:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;29;SAMOCHÓD CIĘŻAROWY DMC DO 3,5 T;31;1;0;0
50118;rtm. Zbigniewa Dunin-Wąsowicza;20/II;2016-12-08 04:40:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;31;SAMOCHÓD CIĘŻAROWY DMC POWYŻEJ 3,5 T;33;1;0;0
50119;  Zbigniewa Dunin-Wąsowicza;20/III;2016-12-08 06:30:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;OPADY DESZCZU;ZDERZENIE CZOŁOWE;2;38;SAMOCHÓD OSOBOWY;19;1;0;0
50120;ROZDROŻE;17B;2016-10-02 07:20:00.000;ZAKRĘT, ŁUK;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA BARIERE OCHRONNĄ;1;28;SAMOCHÓD OSOBOWY;29;1;1;0
50121;rynek Podgórski;6-7;2016-10-05 13:55:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;31;SAMOCHÓD OSOBOWY;3;1;0;0
50122;Senatorska;26;2016-10-24 16:18:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;29;SAMOCHÓD OSOBOWY;23;2;0;0
50122;SENATORSKA;26;2016-11-08 11:54:00.000;ODCINEK PROSTY;WJAZD, WYJAZD Z POSESJI, POLA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE TYLNE;3;37;SAMOCHÓD OSOBOWY;37;1;0;0
50153;Żyzna;55F;2016-10-30 16:15:00.000;SKRZYŻOWANIEZ DROGĄ Z PIERWSZ.;ROBOTY DROGOWE, OZNAK. TYMCZASOWE;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;29;SAMOCHÓD OSOBOWY;38;1;0;0
50154;28 Lipca 1943;32D;2016-12-01 17:25:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE TYLNE;2;35;SAMOCHÓD OSOBOWY;23;2;0;0
50159;al. Panieńskich Skał;19;2016-12-02 10:45:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;65;SAMOCHÓD OSOBOWY;64;1;0;0
50164;Błotna;10H;2016-12-29 14:10:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - NIE MA;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA DRZEWO;1;48;SAMOCHÓD OSOBOWY;34;1;0;0
50181;JABŁONOWSKICH;10-12;2016-10-25 18:10:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYWRÓCENIE POJAZDU;1;21;SAMOCHÓD OSOBOWY;35;0;1;0
50181;JABŁONOWSKICH;10-12;2016-11-16 10:15:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;NAJECHANIE NA PIESZEGO;1;23;SAMOCHÓD OSOBOWY;19;2;0;0
50182;Jakuba;19;2016-11-17 15:30:00.000;ODCINEK PROSTY;PRZYSTANEK KOMUNIKACJI PUBLICZNEJ;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;WYPADEK Z PASAŻERM;1;19;MOTOROWER;19;1;0;0
50222;Reduta;6;2016-10-05 16:30:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJAZD DLA ROWERZYSTÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;30;MOTOCYKL INNY;30;1;0;0
50226;TADEUSZA ROGALSKIEGO;34A;2016-10-10 17:15:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;NAJECHANIE NA PIESZEGO;1;23;PIESZY;23;1;0;0
50226;TADEUSZA ROGALSKIEGO;34A;2016-10-17 16:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;12;ROWER;32;1;0;0
50240;Sosnowiecka;19B;2016-10-21 10:15:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;67;ROWER;67;1;0;0
50245;św. Łazarza;7A;2016-10-30 21:45:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;58;ROWER;58;1;0;0
50248;Juliana Tokarskiego;10;2016-11-05 22:30:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;72;PIESZY;72;1;0;0
50248;JULIANA TOKARSKIEGO;10;2016-11-07 18:15:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJAZD DLA ROWERZYSTÓW;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;46;CIĄGNIK ROLNICZY;46;1;0;0
50248;JULIANA TOKARSKIEGO;10;2016-11-14 11:20:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;NULL;SAMOCHÓD OSOBOWY;32;1;0;0
50251;Wielkanocna;4C;2016-11-08 09:17:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;2;24;MOTOCYKL INNY;24;1;0;0
50254;Wojnicka;4A;2016-11-12 13:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;DOBRE WARUNKI ATMOSFERYCZNE;ZDERZENIE BOCZNE;2;14;PIESZY;14;1;0;0
50257;KAZIMIERZA WYŻGI;19;2016-11-30 08:36:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;ZDERZENIE BOCZNE;3;41;PIESZY;41;1;0;0
50259;Zakrzowiecka;43D;2016-12-01 10:00:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;OPADY DESZCZU;ZDERZENIE BOCZNE;2;5;PIESZY;5;1;0;0
50260;ZGODY;18;2016-12-01 20:15:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;1;30;ROWER;30;0;1;0
50260;ZGODY;18;2016-12-05 21:15:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - SUCHA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;DOBRE WARUNKI ATMOSFERYCZNE;NAJECHANIE NA PIESZEGO;3;61;ROWER;61;1;0;0
50261;Żabiniec;44A;2016-12-10 16:30:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE BOCZNE;2;32;ROWER;32;1;0;0
50261;ŻABINIEC;44A;2016-12-12 10:20:00.000;ODCINEK PROSTY;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;POCHMURNO;ZDERZENIE CZOŁOWE;2;35;SAMOCHÓD OSOBOWY;81;1;0;0
50263;Władysława Żeleńskiego;70;2016-12-14 18:55:00.000;ODCINEK PROSTY;PRZEJŚCIE DLA PIESZYCH;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;NOC - DROGA OŚWIETLONA;POCHMURNO;ZDERZENIE BOCZNE;2;NULL;PIESZY;39;0;1;0
50264;ŻUŁOWSKA;18B;2016-12-19 17:55:00.000;SYGNALIZACJA ŚWIETLNA - JEST, DZIAŁA;JEZDNIA;STAN NAWIERZCHNI - MOKRA;OZNAKOWANIE POZIOME - JEST;ŚWIATŁO DZIENNE;OPADY DESZCZU;ZDERZENIE BOCZNE;2;21;ROWER;21;1;0;0
